"INCIDENT NUMBER","CRASH DATE","STREET ADDRESS","CITY","STATE","INTERSECTING STREET","DISTRICT","ZONE","CRASH OCCURRED ON","TYPE OF ROADWAY","ROAD SURFACE","ROADWAY CONDITION","WEATHER CONDITION","LIGHTING CONDITION","INJURY","FATALITY","HIT AND RUN","PEDESTRIAN INVOLVED","TRAIN INVOLVED","INTERSECTION","TOTAL VEHICLES","VEHICLE ALIGNMENT","RELATION TO ROADWAY","MANNER OF COLLISION","PRIMARY FACTOR","SECONDARY FACTOR","LATITUDE","LONGITUDE","GEOMETRY"
"23-48153","2023 May 17 01:00:00 AM","2200 CHRISTIAN ST","Baton Rouge","LA","KALURAH","12","2D-2","Off road/private property","ONE-WAY ROAD","Unknown",,"Unknown","Unknown","1","0","1","0","0","false","2","Straight","Off roadway, location unknown","Unknown","Violations","Not applicable","30.4251080839546","-91.1594342071555","POINT (-91.1594401 30.4251136)"
"23-47437","2023 May 17 01:00:00 AM","9100 AIRLINE HWY","Baton Rouge","LA","GOODWOOD","6","3C-2","US highway","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Movement prior to crash","Movement prior to crash","30.4390879820629","-91.0859339597379","POINT (-91.0859399 30.4390935)"
"23-47697","2023 May 17 01:00:00 AM","200 INTERSTATE 110 HWY","Baton Rouge","LA","SCENIC","10","1B-1","Interstate","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Curve Right","On roadway","Front to rear - rear end","Movement prior to crash","Movement prior to crash","30.4593645556852","-91.1659358808008","POINT (-91.1659418 30.45937)"
"23-47627","2023 May 17 01:00:00 AM","500 LEE DR","Baton Rouge","LA","BOONE","12","2D-3","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Wet",,"Rain","Daylight","0","0","1","0","0","true","4","Straight","On roadway","Front to rear - rear end","Violations","Not applicable","30.3996306556824","-91.154538802891","POINT (-91.1545447 30.3996361)"
"23-47670","2023 May 17 01:00:00 AM","7900 HOWELL BLVD","Baton Rouge","LA","HARDING","2","4C-2","City street","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Wet",,"Clear","Daylight","0","0","0","0","0","false","2","Curve Left","On roadway","Angle - left across flow","Violations","Not applicable","30.5197023242064","-91.156269877485","POINT (-91.1562758 30.5197078)"
"23-47625","2023 May 17 01:00:00 AM","4400 GREENWELL ST","Baton Rouge","LA","DUTTON","5","4F-1","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Wet",,"Rain","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Not applicable","30.5018988985944","-91.1456783697164","POINT (-91.1456843 30.5019044)"
"23-47636","2023 May 17 01:00:00 AM","2700 THOMAS H DELPIT DR","Baton Rouge","LA","EAST GRANT","10","2D-1","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Wet",,"Clear","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Angle - left opposite direction","Violations","Movement prior to crash","30.4228174651206","-91.1766845428226","POINT (-91.1766905 30.4228229)"
"23-47617","2023 May 17 01:00:00 AM","4171 PERKINS RD","Baton Rouge","LA","BALIS DR","12","2B-1","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Wet",,"Rain","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - right into flow","Violations","Weather condition","30.4180975952584","-91.1468707344972","POINT (-91.1468767 30.4181031)"
"23-47797","2023 May 17 01:00:00 AM","200 LEE DR","Baton Rouge","LA","HIGHLAND","12","2D-3","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dark - continuous street lights","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Violations","30.3939879109963","-91.1596863164528","POINT (-91.1596922 30.3939934)"
"23-47542","2023 May 17 01:00:00 AM","1200 LAUREL ST","Baton Rouge","LA","N 12TH ST","10","1A-2","Off road/private property","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","In parking lane or zone","Not a collision between two motor vehicles in transport","Movement prior to crash","Not applicable","30.4507066294674","-91.1775434967061","POINT (-91.1775494 30.4507121)"
"23-47567","2023 May 17 01:00:00 AM","11700 COURSEY BLVD","Baton Rouge","LA","S. SHERWOOD FOREST","8","3F-2","City street","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","1","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Movement prior to crash","Movement prior to crash","30.4111884183018","-91.0513385882142","POINT (-91.0513445 30.4111939)"
"23-47444","2023 May 17 01:00:00 AM","9200 AIRLINE HWY","Baton Rouge","LA","GOODWOOD","6","3C-2","US highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Movement prior to crash","Movement prior to crash","30.4395504840364","-91.0862343671361","POINT (-91.0862403 30.439556)"
"23-47453","2023 May 17 01:00:00 AM","12200 GOODWOOD BLVD","Baton Rouge","LA","HAVENWOOD","6","3E-3","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4487309083412","-91.0483039785384","POINT (-91.0483099 30.4487364)"
"23-47684","2023 May 17 01:00:00 AM","9003 GREENWELL SPRINGS","Baton Rouge","LA","JOOR","6","3A-1","State highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","0","0","1","0","0","false","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4836287688843","-91.0894010689609","POINT (-91.089407 30.4836343)"
"23-47658","2023 May 17 01:00:00 AM","9000 GREENWELL SPRINGS  RD","Baton Rouge","LA","OAK VILLA","6","3A-1","State highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4835833248323","-91.0897525123869","POINT (-91.0897584 30.4835888)"
"23-47675","2023 May 17 01:00:00 AM","500 HIGHLAND RD","Baton Rouge","LA","TERRACE","10","1A-1","City street","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Wet",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Movement prior to crash","Violations","30.4366392364563","-91.1855213495368","POINT (-91.1855273 30.4366447)"
"23-47729","2023 May 17 01:00:00 AM","10606 N MALL DR","Baton Rouge","LA","ANDREA","11","3G-3","Off road/private property","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","1","0","0","false","2","Straight","Off roadway, location unknown","Unknown","Violations","Not applicable","30.4426263414339","-91.095906072192","POINT (-91.095912 30.4426318)"
"23-47780","2023 May 17 01:00:00 AM","OLD HAMMOND HWY","Baton Rouge","LA","CAROLYN SUE","6","3C-2","State highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dark - continuous street lights","1","0","0","0","0","false","2","Straight","On roadway","Angle - left into flow","Movement prior to crash","Not applicable","30.4317850203574","-91.0796116995337","POINT (-91.0796176 30.4317905)"
"23-47417","2023 May 17 01:00:00 AM","9620 FLORIDA BLVD","Baton Rouge","LA","MARILYN","6","3C-1","Off road/private property","ONE-WAY ROAD","Mud, dirt, gravel",,"Clear","Unknown","1","0","0","0","0","false","1","Straight","Gore","Not a collision between two motor vehicles in transport","Violations","Movement prior to crash","30.4539103138135","-91.0775195765812","POINT (-91.0775255 30.4539158)"
"23-47554","2023 May 17 01:00:00 AM","13500 US 190 HWY","Baton Rouge","LA","S FLANNERY","4","3E-3","US highway","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","1","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4624028066411","-91.0351943450279","POINT (-91.0352002 30.4624083)"
"23-47705","2023 May 17 01:00:00 AM","4600 LORRAINE ST","Baton Rouge","LA","BEECHWOOD","5","4F-1","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to front - head on","Violations","Movement prior to crash","30.4966112444655","-91.1438961860604","POINT (-91.1439021 30.4966167)"
"23-47784","2023 May 17 01:00:00 AM","7079 WINBOURNE AVE","Baton Rouge","LA","VICTORIA","7","4G-3","Off road/private property","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Unknown","1","0","1","0","0","false","2","Straight","In parking lane or zone","Backing - rear to side","Violations","Violations","30.4797626601041","-91.118737045015","POINT (-91.118743 30.4797682)"
"23-47638","2023 May 17 01:00:00 AM","12700 COURSEY BLVD","Baton Rouge","LA","WOODLYNN","8","3F-2","City street","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.4103125530479","-91.037974183287","POINT (-91.0379801 30.410318)"
"23-47419","2023 May 17 01:00:00 AM","100 WOMAN'S WAY","Baton Rouge","LA","AIRLINE","9","3F-3","Off road/private property","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dark - continuous street lights","1","0","0","0","0","false","2","Straight","Off roadway, location unknown","Not a collision between two motor vehicles in transport","Vision obstructions","Driver condition","30.3847928725267","-91.0382516485163","POINT (-91.0382575 30.3847983)"
"23-47718","2023 May 17 01:00:00 AM","40 INTERSTATE 110 HWY","Baton Rouge","LA","GOVERNMENT","10","1A-1","Interstate","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Movement prior to crash","Violations","30.4445340425106","-91.1791645144122","POINT (-91.1791704 30.4445395)"
"23-47651","2023 May 17 01:00:00 AM","CHOCTAW DR","Baton Rouge","LA","SORREL","10","1A-3","City street","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Wet",,"Rain","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Angle - perpendicular/other angle","Movement prior to crash","Violations","30.4693335409365","-91.1820344779495","POINT (-91.1820404 30.469339)"
"23-47565","2023 May 17 01:00:00 AM","800 LOBDELL AVE","Baton Rouge","LA","GOODWOOD","11","3G-1","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.4422345988409","-91.1108123442553","POINT (-91.1108183 30.4422401)"
"23-47471","2023 May 17 01:00:00 AM","S SHERWOOD FOREST BLVD","Baton Rouge","LA","AIRLINE","11","3F-3","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","1","0","0","true","2","Straight","Unknown","Sideswipe - same direction","Violations","Movement prior to crash","30.3993036906756","-91.0537967431753","POINT (-91.0538026 30.3993092)"
"23-47613","2023 May 17 01:00:00 AM","6000 N FOSTER DR","Baton Rouge","LA","DENHAM","5","4F-2","City street","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Wet",,"Rain","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Angle - left opposite direction","Violations","Movement prior to crash","30.5046722013883","-91.1412568924897","POINT (-91.1412628 30.5046777)"
"23-47440","2023 May 17 01:00:00 AM","BOARDWALK DR","Baton Rouge","LA","SHERWOOD FOREST","6","3E-2","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","Unknown","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4316275298046","-91.0575217933426","POINT (-91.0575277 30.431633)"
"23-47505","2023 May 17 01:00:00 AM","9100 AIRLINE  HWY","Baton Rouge","LA","GOODWOOD","7","3G-3","US highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.4434180540978","-91.0892280488614","POINT (-91.089234 30.4434235)"
"23-47525","2023 May 17 01:00:00 AM","3100 GOVERNEMENT ST","Baton Rouge","LA","BEDFORD","10","1B-1","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","0","0","0","0","0","false","3","Straight","On roadway","Front to rear - rear end","Movement prior to crash","Movement prior to crash","30.4441713396106","-91.1575808746408","POINT (-91.1575868 30.4441768)"
"23-47793","2023 May 17 01:00:00 AM","6500 CHOCTAW DR","Baton Rouge","LA","GREENWELL SPRINGS","6","1D-1","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dark - continuous street lights","1","0","1","0","0","true","2","Straight","On roadway","Sideswipe - same direction","Movement prior to crash","Movement prior to crash","30.4710581506813","-91.123978035003","POINT (-91.123984 30.4710636)"
"23-47555","2023 May 17 01:00:00 AM","COLLEGE DR","Baton Rouge","LA","CORPORATE","7","2B-2","City street","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Violations","30.4250317626638","-91.1381159820485","POINT (-91.1381219 30.4250372)"
"23-47680","2023 May 17 01:00:00 AM","5000 NORTH ST","Baton Rouge","LA","NORTH","7","1C-1","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","1","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Violations","30.4539764785666","-91.1393988061789","POINT (-91.1394047 30.453982)"
"23-47755","2023 May 17 01:00:00 AM","15832 I-10","Baton Rouge","LA","COLLEGE","7","2B-2","Interstate","ONE-WAY ROAD","Dry",,"Clear","Dark - continuous street lights","1","0","0","0","0","false","2","Straight","On roadway","Unknown","Violations","Not applicable","30.4223256914578","-91.133942487535","POINT (-91.1339484 30.4223312)"
"23-47476","2023 May 17 01:00:00 AM","I-10","Baton Rouge","LA","DALRYMPLE","12","2D-2","Interstate","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Sideswipe - same direction","Violations","Not applicable","30.4253158320127","-91.1609761042828","POINT (-91.160982 30.4253213)"
"23-47623","2023 May 17 01:00:00 AM","174 INTERSTATE 110 HWY","Baton Rouge","LA","FUQUA","10","1A-3","Interstate","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Water (standing, moving)",,"Rain","Daylight","1","0","0","0","0","false","2","Curve Left","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.4575149140778","-91.1721424914772","POINT (-91.1721484 30.4575204)"
"23-47443","2023 May 17 01:00:00 AM","7700 GOODWOOD BLVD","Baton Rouge","LA","TARA","7","3G-3","City street","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Violations","30.4428181210503","-91.0956442629927","POINT (-91.0956502 30.4428236)"
"23-47558","2023 May 17 01:00:00 AM","2300 S SHERWOOD FOREST BLVD","Baton Rouge","LA","N HARRELL'S FERRY","8","3E-2","City street","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Cloudy","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Movement prior to crash","30.4318181223851","-91.0571145064783","POINT (-91.0571204 30.4318236)"
"23-47557","2023 May 17 01:00:00 AM","10100 AIRLINE HWY","Baton Rouge","LA","DAWNADELE","11","3G-4","US highway","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Movement prior to crash","Movement prior to crash","30.4201420162249","-91.0725872881851","POINT (-91.0725932 30.4201475)"
"23-47263","2023 May 16 01:00:00 AM","3900 N 39TH ST","Baton Rouge","LA","FAIRFIELDS","7","1C-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Cloudy","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Front to front - head on","Violations","Movement prior to crash","30.4671581145385","-91.1513768419776","POINT (-91.1513828 30.4671636)"
"23-47022","2023 May 16 01:00:00 AM","16120 INTERSTATE 10 HWY","Baton Rouge","LA","ESSEN","11","2B-3","Interstate","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.4077856302258","-91.1028664036091","POINT (-91.1028723 30.4077911)"
"23-47178","2023 May 16 01:00:00 AM","1700 S ACADIAN","Baton Rouge","LA","BROUSSARD","7","2A-2","State highway","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Angle - left opposite direction","Violations","Movement prior to crash","30.4360442538484","-91.1527655696008","POINT (-91.1527715 30.4360497)"
"23-47056","2023 May 16 01:00:00 AM","3800 NORTHSHORE AVE","Baton Rouge","LA","EASTBAY","3","2C-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","1","0","0","false","2","Straight","On shoulder, right side","Sideswipe - same direction","Violations","Movement prior to crash","30.3906861031968","-91.2042896965366","POINT (-91.2042956 30.3906916)"
"23-47151","2023 May 16 01:00:00 AM","9830 OLD HAMMOND HWY","Baton Rouge","LA","AIRLINE","6","3C-2","State highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","3","Straight","In parking lane or zone","Backing - rear to front","Violations","Violations","30.4317941082194","-91.0791552257818","POINT (-91.0791611 30.4317996)"
"23-47069","2023 May 16 01:00:00 AM","CELTIC DR","Baton Rouge","LA","CASTCO WAY","11","3G-4","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","Unknown","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4173655022182","-91.074670763989","POINT (-91.0746767 30.417371)"
"23-47165","2023 May 16 01:00:00 AM","1786 MINNESOTA ST","Baton Rouge","LA","W WASHINGSTON","10","2C-1","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","1","0","0","false","2","Straight","Off roadway, location unknown","Unknown","Violations","Not applicable","30.4307511729656","-91.1840746357486","POINT (-91.1840806 30.4307567)"
